Term,fdr,es,nes,pval,lead_genes
Mitotic Spindle Checkpoint Signaling (GO:0071174),0.0,-0.7207143156084614,-2.580017162014163,0.0,PLK1;ZWINT;TRIP13;CENPF;TTK;CDC20;BUB3;BIRC5;NUF2;MAD2L1;SPC24;NDC80;KCNN4;BUB1;HASPIN;KNTC1;BUB1B;MAD1L1;TPR;ZWILCH;SPC25
Spindle Assembly Checkpoint Signaling (GO:0071173),0.0,-0.7207143156084614,-2.580017162014163,0.0,PLK1;ZWINT;TRIP13;CENPF;TTK;CDC20;BUB3;BIRC5;NUF2;MAD2L1;SPC24;NDC80;KCNN4;BUB1;HASPIN;KNTC1;BUB1B;MAD1L1;TPR;ZWILCH;SPC25
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),0.0,-0.7207143156084614,-2.580017162014163,0.0,PLK1;ZWINT;TRIP13;CENPF;TTK;CDC20;BUB3;BIRC5;NUF2;MAD2L1;SPC24;NDC80;KCNN4;BUB1;HASPIN;KNTC1;BUB1B;MAD1L1;TPR;ZWILCH;SPC25
Regulation of Angiogenesis (GO:0045765),0.0,-0.4689219016654165,-2.5573052342860607,0.0,PTGIS;SULF1;RHOJ;SP100;THBS2;CYP1B1;EMILIN1;BMPER;RUNX1;CD40;ITGB8;SERPINF1;CLSTN1;SHC1;ETS1;TGFB2;F3;RAPGEF3;ECM1;TWIST1;IL6;SFRP1;CHI3L1;APLNR;GATA2;SFRP2;ADGRA2;SASH1;PLXND1;SMOC2;MYDGF;SPARC;SPRED1;PTPRM;ADM2;QKI;SLC48A1;HIF1A;SEMA5A;PRKD2;GPNMB;CXCL10;ALOX5;NINJ1;BRCA1;DCN;PML;TSPAN18;HMGA2;MINAR1;WNK1;FLT1;DAND5;PDCD6;SERPINE1;GATA6;GRN;AMOT;ADAMTS1;EGLN1;NANOS3;CTSH;PPARG;PRKD1;TNFAIP3;THBS1;ADGRB1;NPR1;CCM2;ROCK2;PLCG1;MTDH;IL1B
Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536),0.0,-0.6631333814121858,-2.551641800852301,0.0,RHOJ;CD40;ETS1;JCAD;FGFR1;GATA2;FOXC2;AKT3;ANGPT1;STAT5A;MAPK14;HIF1A;PRKD2;TMSB4X;TGFB1;SRPX2;DAND5;HDAC9;P2RX4;PDGFB;NUS1;AMOT;NANOS3;ANXA1;PRKD1;THBS1;HDAC7;PLCG1;PRKCA;PIK3C2A;PTGS2
Positive Regulation of miRNA Transcription (GO:1902895),0.0,-0.6145648736395093,-2.5315843256372563,0.0,EGFR;PAX6;SMAD3;NOTCH3;ETS1;TGFB2;IL6;GATA2;ATOH8;NOTCH2;NGFR;HIF1A;TGFB1;SREBF1;TP53;MYCN;PDGFB;FOXO3;GNL3;NR3C1;FOXA1;PPARG;TEAD1;MYC
Mitotic Chromosome Condensation (GO:0007076),0.0,-0.793983671206882,-2.5166137135731623,0.0,NCAPH;TTR;NCAPD3;PLK1;NCAPG;CDCA5;SMC4;NCAPD2;NUSAP1;RAB33B
G2/M Transition of Mitotic Cell Cycle (GO:0000086),0.0,-0.6274731090797825,-2.516212593129796,0.0,CDK2;FBXL7;PKMYT1;CDK14;PLK1;CDK1;TPD52L1;PPME1;CCNA2;MELK;FOXM1;MASTL;PLCB1;BIRC5;LATS1;CCNB1;CDC25C;CDC25B;ENSA
Axon Extension (GO:0048675),0.0,-0.8181586472938378,-2.511846033136725,0.0,SEMA3F;NRP2;NRP1;CYFIP1;USP9X;SEMA3A;SLIT2;SEMA5B;SEMA5A;SLC9A7;SLIT3;DCLK1
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),0.0,-0.791730501862729,-2.51008549006043,0.0,PDGFRB;PLAT;PDGFC;PDGFRA;LOX;NRP1;PTPN1;PDGFB;FER
Proteoglycan Metabolic Process (GO:0006029),0.0,-0.7078779766715089,-2.5050336675294806,0.0,SULF1;FOXL1;CHST14;IGF1;XYLT1;SULF2;CHST1;GAL3ST4;CSGALNACT2;CSGALNACT1;CHST11;B4GALT7;GAL3ST3;CANT1;BMPR2;CHST10;CNMD;CHST12;BMPR1B
Negative Regulation of Cell-Matrix Adhesion (GO:0001953),0.0,-0.6555628900482928,-2.5028456123012788,0.0,FAM107A;CORO1C;CASK;ACVRL1;CDKN2A;SRC;NEXMIF;DLC1;SERPINE1;ARHGAP6;ADAM15;JAG1;THBS1;MYOC;AJAP1;RCC2;APOD;MAP4K4
Positive Regulation of Apoptotic Process (GO:0043065),0.0,-0.3884536494077058,-2.4988488202301395,0.0,PTGIS;SFRP4;CCL2;CYP1B1;EMILIN1;PCSK9;CD40;ATF6;F2R;BMP4;ATG7;TNFSF10;RASSF2;NUPR1;TGFB2;F3;CASP4;IL6;PNMA2;SFRP1;SFRP2;BMP2;BCL6;DAPK2;NGFR;TCTN3;TGFBR1;UBD;TOP2A;CASP8;HTRA2;SMPD1;LGALS1;TPD52L1;CALHM2;TRIM35;CASP2;SLIT2;SAV1;FADD;CDKN2A;SLC48A1;STK24;BACE1;STPG1;TGFB1;TNFRSF12A;GSK3B;TP53;MELK;MAP3K11;ECT2;CTSD;TGFB3;RIPK1;BNIP3L;DAND5;PDCD6;RRP1B;PTPRA;DLC1;TRADD;STK4;MAPK8;MCL1;LATS2;GRN;DDX3X;SIRT2;FOXO3;PAWR;CTSH;SPHK2;BCL2L1;UBE2Z;STK17A;FOXA1;EEF1E1;PPARG;IP6K2;ANO6;BCL2;THBS1;MYBBP1A;LATS1;E2F1;RYBP;CLU;CLIP3;CASP10;MAP3K5;PLCG1;BCL2L2;RNF122;CCL3
Regulation of Non-Canonical Wnt Signaling Pathway (GO:2000050),0.0,-0.8210529997025223,-2.4859322267896586,0.0,SFRP4;DAAM2;SFRP5;SFRP1;RSPO3;GPC3;RNF213;TIAM1
Regulation of Blood Coagulation (GO:0030193),0.0,-0.6726918275429125,-2.4842393956894218,0.0,F2RL1;EMILIN1;F2R;TFPI;EPHB2;THBD;CAV1;SERPINE2;ST3GAL4;SLC48A1;SERPINE1;PLAUR;EDN1;APOE;PLAU;TTF2;THBS1
Positive Regulation of Endothelial Cell Migration (GO:0010595),0.0,-0.591519268011811,-2.480309762245453,0.0,CD40;NRP2;CLSTN1;NRP1;ETS1;PLPP3;FGFR1;GATA2;ATOH8;FOXC2;SASH1;RIN2;SMOC2;SPARC;AKT3;SCARB1;RNASE1;ANGPT1;STAT5A;MAPK14;HIF1A;SEMA5A;PRKD2;TMSB4X;TGFB1;DAND5;PDCD6;P2RX4;PDGFB;EDN1;NUS1;GRN;AMOT;ZNF580;NANOS3;PTK2B;PRKD1;THBS1;ROCK2;PLCG1;ABL1;FOXP1;PRKCA;ADAM17
Mitotic Cytokinesis (GO:0000281),0.0,-0.5836942521121795,-2.4767830439395846,0.0,MYH10;AURKB;ESPL1;PLK1;EFHC1;EXOC4;STAMBP;CDCA8;INCENP;KIF20A;SNX9;CENPA;CEP55;ECT2;SNX18;KIF23;BIRC5;UNC119;RACGAP1;NUSAP1;EXOC6B;KIF4A;DHDDS
Negative Regulation of Cell Junction Assembly (GO:1901889),0.0,-0.6545272914503115,-2.476473748714442,0.0,FAM107A;CORO1C;ACVRL1;IKBKB;SRC;SLIT3;DLC1;TLR2;ARHGAP6;THBS1;ROCK2;IL1B;RCC2;ROBO2;APOD
Eye Morphogenesis (GO:0048592),0.0,-0.7806009885065086,-2.4642827362883235,0.0,FBN1;ALDH1A3;EFEMP1;FBN2;MFAP2;TENM3;COL5A1;NIPBL;IFT122;PPP2R3A
Mitotic Sister Chromatid Cohesion (GO:0007064),0.0,-0.7248333710232792,-2.4626214083656652,0.0,DSCC1;PMEPA1;CDCA5;SGO1;NIPBL;ESCO2;RB1;HASPIN;MAU2;PDS5B
Cell Cycle G2/M Phase Transition (GO:0044839),0.0,-0.6082457773425725,-2.4551689034691075,0.0,CDK2;FBXL7;AURKB;PKMYT1;CDK14;PLK1;CDK1;TPD52L1;PPME1;CCNA2;MELK;FOXM1;MASTL;PLCB1;BIRC5
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.0,-0.669881286655392,-2.4449300360151347,0.0,SULF1;NRP1;PTK2;FYN;MAPK14;PGF;PRKD2;CLEC14A;SRC;FLT1;PDCD6;VEGFC;PTK2B;PRKD1
Positive Regulation of Extracellular Matrix Organization (GO:1903055),0.0,-0.7424254315579478,-2.4264359516465546,0.0,EMILIN1;RUNX1;SMAD3;IL6;BMP2;DDR2;TGFBR1;TNXB;FSCN1;TGFB1;SMAD4;RB1
Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.0,-0.6765920462188605,-2.4152307909704653,0.0,PLK1;ZWINT;TRIP13;CENPF;TTK;CDC20;BUB3;BIRC5;NUF2;MAD2L1;SPC24;NDC80;KCNN4;BUB1;HASPIN;KNTC1;BUB1B;MAD1L1;TPR;ZWILCH;SPC25
Regulation of Stress Fiber Assembly (GO:0051492),0.0,-0.5380507020494761,-2.407817250440582,0.0,TMEFF2;PXDN;NRP1;WASF2;RAPGEF3;SFRP1;TGFBR1;CCN2;CD47;RNASE1;SYNPO;PPM1F;PPFIA1;RHPN2;PTGER4;TGFB3;ACTG1;RHPN1;ARHGEF10;ARHGEF5;DLC1;ARAP1;AMOT;FERMT2;SORBS3;ASAP3;ARHGAP6;ARHGEF18;FHOD1;LPAR1;MYOC;ROCK2;TJP1;S100A10
Positive Regulation of Focal Adhesion Assembly (GO:0051894),0.0,-0.7513934879389114,-2.3956450376511826,0.0,NRP1;SFRP1;THY1;RNASE1;SLC48A1;PPM1F;FERMT2;MYOC;S100A10;LIMS1;MAP4K4
Positive Regulation of Chromosome Segregation (GO:0051984),0.0,-0.7548838988641564,-2.3881968455691016,0.0,CDC6;NCAPH;NCAPD3;CDK1;NCAPG;NCAPG2;SMC4;NCAPD2;SIRT2;RAB33B;CCNB1;RCC2;NCAPH2;NUMA1
Positive Regulation of Angiogenesis (GO:0045766),0.0,-0.5040263783116641,-2.3880278793049947,0.0,PTGIS;CYP1B1;EMILIN1;BMPER;RUNX1;CD40;ITGB8;CLSTN1;ETS1;F3;RAPGEF3;ECM1;TWIST1;CHI3L1;APLNR;GATA2;SFRP2;FOXC2;SASH1;SMOC2;MYDGF;ADM2;HIF1A;SEMA5A;PRKD2;NINJ1;BRCA1;HMGA2;WNK1;DSG2;FLT1;DAND5;PKM;PDCD6;SERPINE1;GATA6;GRN;NANOS3;CTSH;SMAD1;PRKD1;THBS1;PLCG1;MTDH;IL1B;CLIC3;TJP1;PRKCA;STIM1;ANGPTL4;MINDY4;JAK1
Extracellular Structure Organization (GO:0043062),0.0,-0.5501221512824465,-2.3879546536166614,0.0,POSTN;MMP2;COL8A2;TGFBI;COL5A3;COL9A2;MMP14;ADAMTS16;COL8A1;COL1A2;COL11A1;COL9A3;COL3A1;PXDN;COL6A6;ADAMTS15;MMP11;COL15A1;MMP16;ITGA2;COL27A1;ADAMTS7;CCDC80;TGFBR1;SMOC2;ADAMTS12;ADAMTS10;RECK;MMP3;COL14A1;MMP9;COL7A1;ADAMTS5;ADAMTS2;ADAMTS3;COL4A1;COL9A1;FURIN;ADAMTS18;ADAMTS4;LRP12;ADAMTS1
DNA Replication (GO:0006260),0.0,-0.5762922894736678,-2.384517282590318,0.0,CDK2;POLE;MCM5;MCM4;CDK1;POLA1;RFC3;RECQL4;FAM111A;TOP1MT;POLA2;FEN1;MCM7;RBMS1;PCLAF;MCM8;WDHD1;CHRAC1;FAM111B;RNASEH2A;RFC4;TICRR;BLM;MCM6;TOP1;TBRG1;RFC2;PTMS;MCMBP;POLD4;POLR1B;WRN
Embryonic Skeletal System Morphogenesis (GO:0048704),0.0,-0.6425884360909471,-2.3805747566316,0.0,PDGFRA;HOXB4;TWIST1;TGFBR2;TGFBR1;HOXC4;OSR1;HOXB3;FGFR2;HOXA4;SIX1;OSR2;HOXD11;DSCAML1;NOG;HOXB9;FUZ;TBX1;TFAP2A;IRX5
External Encapsulating Structure Organization (GO:0045229),0.0,-0.5524208089166851,-2.376709551087071,0.0,POSTN;MMP2;COL8A2;TGFBI;COL5A3;COL9A2;MMP14;ADAMTS16;COL8A1;COL1A2;COL11A1;COL9A3;COL3A1;PXDN;COL6A6;ADAMTS15;MMP11;COL15A1;MMP16;ITGA2;COL27A1;ADAMTS7;CCDC80;SMOC2;ADAMTS12;ADAMTS10;RECK;MMP3;COL14A1;MMP9;COL7A1;ADAMTS5;ADAMTS2;ADAMTS3;COL4A1;COL9A1;FURIN;ADAMTS18;ADAMTS4;LRP12;ADAMTS1
Pulmonary Valve Development (GO:0003177),0.0,-0.7057213545707226,-2.376708685316745,0.0,BMP4;TGFB2;SMAD6;NOTCH2;TNFRSF1B;SLIT2;ADAMTS5;HEYL;NFATC1;NANOS3;ROBO1;TNFRSF1A;JAG1;RBPJ;BMPR2;ROBO2;STRA6
Sprouting Angiogenesis (GO:0002040),0.0,-0.5672354170988197,-2.371614953851641,0.0,BMPER;ENG;BMP4;CDH13;GREM1;NRP1;RSPO3;EPHB4;E2F7;ADGRA2;RNF213;ADTRP;EFNB2;RECK;SLIT2;ANGPT1;PGF;SEMA5A;TGFB1;FLT1;PARVA;VEGFC;EHD4;PTK2B;E2F8;ROBO1;THBS1
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.0,-0.4238024904774771,-2.370977908771392,0.0,EMILIN1;ENG;STC2;SMAD3;ITGB8;BMP4;TMEFF2;TGFB2;CCDC3;SFRP1;ADAM10;APLNR;GATA2;ATOH8;SFRP2;BMP2;SLC7A5;IGF1;SLC2A10;NOTCH2;DGKQ;ACVRL1;ZNF503;TRIM6-TRIM34;MSR1;DACH1;NIBAN2;LGALS9;POU4F1;UPK3B;HIF1A;TGFB1;NRXN1;PICALM;GSK3B;NFKB1;PGR;S100A9;PARP10;CREB3L1;MYCN;PSEN1;SMAD5;PLA2G3;RBL1;SFMBT2;PARP14;PDGFB;EDN1;DDX3X;DBI;RB1;APOE;PARP9;CCR1;ROBO1;PPARG;RBMS3;CLDN19;YY1;DICER1;ROCK2;CD46;PPP2CB;CCL3;CNPY2
Response to Tumor Necrosis Factor (GO:0034612),0.0,-0.5073311595201243,-2.3708437337108377,0.0,CCL2;GBP1;CXCL16;PID1;SFRP1;CHI3L1;ADAM10;HAS2;GBP2;ADAMTS7;AFF3;UBD;CASP8;SMPD1;ADAMTS12;HYAL3;BRCA1;IKBKB;GBA1;ADAM9;RIPK1;NUB1;TRADD;MAP4K3;NR1D1;ERBIN;CHUK;GSDME;ZFP36L2
Regulation of miRNA Transcription (GO:1902893),0.0,-0.5961836779455219,-2.3703437153264746,0.0,EGFR;PAX6;SMAD3;NOTCH3;BMP4;ETS1;TGFB2;TWIST1;IL6;GATA2;ATOH8;NOTCH2;NGFR;NFIB;HIF1A;TGFB1;SREBF1;NFATC4;TP53;MYCN;PDGFB;PPARD;DDX5;FOXO3;GNL3;NR3C1;FOXA1;PPARG;TEAD1;MYC;RARA
Positive Regulation of miRNA Metabolic Process (GO:2000630),0.0,-0.5989886279889179,-2.3689464331982784,0.0,EGFR;PAX6;SMAD3;NOTCH3;ETS1;TGFB2;IL6;GATA2;ATOH8;NOTCH2;NGFR;HIF1A;TGFB1;SREBF1;NFKB1;TP53;MYCN;PDGFB;FOXO3;GNL3;NR3C1;FOXA1;PPARG;TEAD1;MYC
Positive Regulation of Wnt Signaling Pathway (GO:0030177),0.0,-0.5048705050882354,-2.3687804321144927,0.0,SULF1;EGFR;SFRP4;DAAM2;GPRC5B;COL1A1;SFRP1;SFRP2;BMP2;TMEM9;RSPO3;GPC3;SULF2;PTK7;RSPO4;WLS;SEMA5A;TGFB1;FGFR2;NFKB1;WNK1;TBL1XR1;SMURF2;TNKS;DEPDC1B;UBR5;TLR2;RNF146;RSPO1;ZBED3;DDX3X;CSNK1G3;TBL1X;LGR4;SPNS1;TNFAIP3;PPP2R3A;ATP6AP2;TNKS2;LBX2;SPIN4;HHEX;USP34;PDZD2;CSNK1D;ZEB2;TMEM198;CAPRIN2;AMER1;CDC73;GPC5;CSNK1E
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),0.0,-0.7361823573734392,-2.3669273951884056,0.0,AURKB;CDCA8;INCENP;SKA1;BIRC5;MAD2L1;NDC80;SKA3;GEN1;PRP4K;KNL1;CCNB1;MAD1L1;TPR;CDK5RAP2;DUSP12
Positive Regulation of Vasculature Development (GO:1904018),0.0,-0.528443858191346,-2.3558643933290884,0.0,PTGIS;CYP1B1;EMILIN1;RUNX1;CD40;ITGB8;CLSTN1;ETS1;F3;RAPGEF3;ECM1;TWIST1;CHI3L1;APLNR;GATA2;SFRP2;SASH1;TGFBR1;SMOC2;MYDGF;ADM2;HIF1A;SEMA5A;PRKD2;TGFB1;NINJ1;BRCA1;HMGA2;WNK1;FLT1;DAND5;PDCD6;SERPINE1;GATA6;GRN;CXCL12;NANOS3;CTSH
Eye Development (GO:0001654),0.0,-0.5867656372501157,-2.351889806516929,0.0,FBN1;PAX6;CPAMD8;MAB21L1;EFEMP1;SH3PXD2B;ATF6;FBN2;TSKU;SIX3;TGFB2;MEIS3;CHRDL1;MEIS1;COL5A1;CRYBA4;MEIS2;ADAMTS18;NIPBL;MAB21L2;SIX6;PBX3
Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091),0.0,-0.5091504150479426,-2.342626766828851,0.0,ENG;LRRC32;SMAD3;BMP4;COL1A2;GDF6;TSKU;COL3A1;PXDN;TGFB2;GDF5;SMAD6;PTPRK;ITGB5;BMP6;GDF10;INHBA;BMP2;TMEM119;TGFBR2;ACVRL1;ARRB2;TGFBR1;APPL2;USP9X;PTK2;SMAD9;HIVEP1;GDF7;TGFB1;SRC;ADAM9;FURIN;SMAD7;TGFB3;USP15;SMAD5;SMAD4;LTBP3;DAB2;FERMT2;DDX5
Positive Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090050),0.0,-0.7570406528769887,-2.337848197432472,0.0,RHOJ;JCAD;GATA2;FOXC2;SRPX2;HDAC9;ANXA1;HDAC7;PIK3C2A;PTGS2
Negative Regulation of Cell Migration (GO:0030336),0.0,-0.48034303381507404,-2.334651471800781,0.0,ADGRG1;SULF1;SP100;CDH11;CYP1B1;EMILIN1;CORO1C;ENG;NR2F2;GJA1;TMEFF2;COL3A1;PTPRT;ARHGDIB;PTPRK;IGFBP5;SFRP1;PTPRG;TIMP1;SFRP2;ACVRL1;NGFR;THY1;OGT;ADTRP;NEDD9;IFITM1;TGFBR1;DACH1;PTPRM;PTPRU;RNASE1;RECK;SLIT2;STK24;VCL;DCN;GSK3B;LDLRAD4;S100A9;MAPK15;SMAD7;NEXMIF;DLC1;SERPINE1;SIN3B;FOXO3;MITF;APOE;PODN;ADAM15;SINHCAF;SRGAP2;ROBO1;JAG1;ADARB1;CLDN19;THBS1;ADGRB1;BST2;ARID4B;DUSP10
Melanosome Organization (GO:0032438),0.0,-0.6260082408419204,-2.333397615137018,0.0,TYRP1;PMEL;GPR143;AP1S3;PARD3;HPS3;BACE2;RAB32;AP1S1;RAB29;RAB38;AP1G1;APOE;BLOC1S6;AP3B1;AP3S1;BLOC1S3;KIF13A
Axon Guidance (GO:0007411),0.0,-0.5135903032302483,-2.332657616727206,0.0,GAP43;SEMA3F;NRXN3;BOC;NRP2;KIAA1755;NOTCH3;UNC5C;OTX2;LGI1;EPHB2;NELL2;EFNA5;NRP1;SEMA3C;ENAH;UNC5D;LZTS1;ANOS1;NOTCH2;BDNF;NTN4;EFNB2;CYFIP1;PTPRM;RELN;PTPRU;UNC5B;TRIO;PTK2;SEMA3A;FYN;RNASE1;NFIB;SLIT2;KALRN;SEMA5B;L1CAM;CNTN6;SEMA5A;ROBO3;EFNB1;PLEKHG4;NRXN1;NTN1;KIF5C;ARHGEF40;SLIT3;EPHB6;NEO1;EPHA5;CXCL12;ROBO4;EFNA4;SEMA6C;SEMA3B;KLF7;IGSF9;PRKCQ;DSCAML1
Neuron Projection Guidance (GO:0097485),0.0,-0.5250485946390231,-2.33077043629478,0.0,SEMA3F;NRXN3;BOC;NRP2;KIAA1755;NOTCH3;UNC5C;OTX2;LGI1;EPHB2;EFNA5;NRP1;SEMA3C;ENAH;UNC5D;LZTS1;NOTCH2;BDNF;NTN4;EFNB2;CYFIP1;RELN;PTPRU;TRIO;PTK2;SEMA3A;FYN;SLIT2;KALRN;SEMA5B;L1CAM;CNTN6;SEMA5A;ROBO3;EFNB1;PLEKHG4;NRXN1;KIF5C;ARHGEF40;SLIT3;EPHB6;NEO1;EPHA5;CXCL12;ROBO4;EFNA4;SEMA6C;SEMA3B;KLF7;IGSF9;PRKCQ;DSCAML1
Response to Interferon-Alpha (GO:0035455),0.0,-0.7549882693080968,-2.3291545564718237,0.0,AXL;IFNAR2;IFITM1;LAMP3;MX2;KLHL20;IFNAR1;OAS1;IFITM3;EIF2AK2;BST2;IFITM2;TPR
+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100),0.0,-0.5429290692281091,-2.326749934619362,0.0,SULF1;BMPER;ENG;SMAD3;BMP4;GDF6;CDKN2B;TGFB2;GDF5;BMP6;PPP3CA;INHBA;ADISSP;ATOH8;BMP2;SLC2A10;TGFBR2;ACVRL1;CRB2;TGFBR1;GDF7;TTK;TGFB1;TGFB3;SMAD4;DAB2
Regulation of Cell Adhesion Mediated by Integrin (GO:0033628),0.0,-0.6304806903051327,-2.3258058426412855,0.0,CYP1B1;SNAI2;TGFB2;SFRP2;FOXC2;LIF;PTK2;SLC48A1;CCL21;ADAM9;NEXMIF;JAM3;SERPINE1;DPP4;SYK;PLAU;FERMT3;MUC1;NCOA3;ADA
Peptidyl-Serine Modification (GO:0018209),0.0,-0.5238081374163763,-2.314462717384012,0.0,CDK2;GALNT2;PLK1;GALNT1;CDK1;TGFBR1;POGLUT2;NEK6;MAPK14;PRKD2;GSK3B;IKBKB;PLK2;DYRK1A;TNKS;STK4;MAPK8;CAB39;POC1B-GALNT4;CLSPN;TOP1;PRKCD;PRKX;POGLUT3;PRKD1;UHMK1;LMTK2;SMG1;RPS6KB1;CAMK2D;MAPK13;MAPK12;POGLUT1;PRKCA
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201),0.0,-0.6783526191721884,-2.310693573068215,0.0,SULF1;EXT1;EXT2;GLB1;XYLT1;SGSH;SULF2;HS3ST3B1;EXTL3;GNS;B3GAT3;UGDH
Regulation of Endothelial Cell Proliferation (GO:0001936),0.0,-0.4932637878638,-2.3098892652751193,0.0,SULF1;ENG;NRP2;NR2F2;CDH13;CLSTN1;NRP1;F3;ECM1;CAV1;ATOH8;SCG2;TGFBR1;MYDGF;SPARC;AKT3;PTPRM;ANGPT1;STAT5A;HIF1A;SEMA5A;PRKD2;ALOX5;PDCD6;PDGFB;ZNF580;APOE;HTR2B;PRKD1;HMGB2;THBS1
