Term,fdr,es,nes,pval,lead_genes
Negative Regulation of Cell Cycle (GO:0045786),0.0,-0.5728304701775556,-2.2619793840425197,0.0,INCA1;FOXC1;BTG3;HTRA2;CDKN2A;INHA;CDT1;GATA3;PTPRK;HHEX;ETS1;BMP4;TFAP4;NUPR1;NHERF1;HECA;NR2F2;NUDT6;LATS2;MCIDAS;RPS6KA2;RUNX3;CDK6;PML;MAD2L1;ANGEL2;PROC;HEXIM2;SIPA1;GAS1;PTPN3;HOXD10;TP53I13;MEN1;TSPYL2;GMNC;CDKN1B;RB1;BRINP2;CREB3L4;TRIM35
Negative Regulation of Platelet Activation (GO:0010544),0.0,-0.7986849262748977,-2.257413040108203,0.0,C1QTNF1;THBD;PDGFB;SH2B3;ALOX12;TMX1;NANOS3;PRKCD;APOE;CD9;PDGFRA
Antigen Processing and Presentation of Peptide Antigen via MHC Class I (GO:0002474),0.0,-0.7204721708203742,-2.2537126130638243,0.0,SEC14L2;ERAP1;B2M;TAPBPL;HLA-A;PDIA3;TAPBP;HFE
Regulation of Osteoblast Differentiation (GO:0045667),0.0010074232293996958,-0.5461544478337138,-2.241180337702545,0.0,WNT3;CRIM1;CHRD;FBN2;PRMT3;BMP4;IL6;YAP1;GREM1;BMP6;RORB;RUNX2;SOX9;TWIST1;FBXO5;NOG;ACVR2A;SNAI2;DDX5;NOTCH1;WWTR1;CDK6;ATF4;NOCT;CTNNBIP1;GDF10;TWIST2;FGFR2;FERMT2;IFITM1;TMEM64;FZD1;TMEM119;WNT4;PPARG;MEN1;PTCH1;PPP3CA;SMOC1;CCN4;SMAD5;LRP3;TENT5A;IGF1;SMAD6
Positive Regulation of Cell Motility (GO:2000147),0.0009402616807730495,-0.47551232130834015,-2.235653994792052,0.0,GRN;SEMA3F;F3;CCL2;CXCL16;SDCBP;ADAM9;CXCR4;CEP43;MMP14;CAV1;SEMA3B;PDGFRB;CDH13;PDGFC;EGFR;DAAM2;MDK;SEMA4A;FAM107A;SNAI1;SPHK1;RET;CEMIP;PDGFB;EZH2;SEMA3C;PODXL;FAM110C;ACTN4;TWIST1;IGSF8;SUN2;ITGB1;F2RL1;CLDN1;FERMT3;ADAM17;IL1B;TRADD;LAMB1;TGFBR1;HAS2;SNAI2;FZD4;CCAR1;CCL7;DUOXA2;COL1A1;PLAU;CTSH;F2R;ADAM10;NTN1;NOTCH1;PDGFRA;DUOX2;EDN1;FAM89B;LEF1;MYOC;FGR;GRB7;CXCL12;PROC;TWIST2;FERMT2;PTP4A1;CCL5;GPNMB;KIT;TRIP6;SMOX;CASP8;CSF1;CARMIL2;MYLK;TCAF2;EPHB2;NTF3;SOD2;WASHC1;PPP3CA;DUOX1;DAB2;THBS1;ACVR1;CCL25;SEMA5A;EPHA4;ZNF703;CAVIN1;GLI1;IGF1;CREB3L4;CHGA;SEMA3G;SEMA4G;CD151;CIB1;C1QTNF8;PIK3R3;CCL3;IGF1R;ADRA2A;FAM110A;PDGFA;NTRK3;GPER1;CCL21;RORA;SEMA4C;PDPN;SPRY2;SPOCK2;CCL11
Sphingolipid Metabolic Process (GO:0006665),0.0008814953257247338,-0.5414397657196188,-2.2246618607139164,0.0,KDSR;SPNS2;ALDH3B1;ELOVL1;SPHK1;PPT1;PLPP2;PLA2G15;FUT3;ORMDL1;ST6GALNAC6;SPTSSA;SPTLC1;SGPP1;SGMS2;ENPP2;CERS2;ELOVL5;FUT6;ELOVL7;GAL3ST1;ALOXE3;ELOVL2;SPTSSB;ELOVL3;SMPD3;FA2H;SMPD1;PRKD3;FUT5;ACER2;PLPP3;SGMS1;ELOVL6;SERINC1
Regulation of Cell Migration (GO:0030334),0.0008296426595056318,-0.43636311468604894,-2.210818027143186,0.0,GRN;SEMA3F;F3;ADAM15;CCL2;CYP1B1;CXCL16;SDCBP;SULF1;ADAM9;RCC2;CHRD;PIP5KL1;VCL;CXCR4;CEP43;EMILIN1;MMP14;CLDN19;CAV1;FLNA;TMEFF2;SEMA3B;PDGFRB;CDH13;PDGFC;FBN2;PTPRK;EGFR;DAAM2;MDK;SEMA4A;RECK;FAM107A;SNAI1;ADGRG3;SPHK1;RET;CEMIP;PDGFB;PODN;IGFBP5;TNXB;EZH2;PLXND1;ACVRL1;SEMA3C;PODXL;FAM110C;FUT3;SGK1;SMAD7;OGT;ING1;MAPK15;ACTN4;RHOJ;ENPP2;TWIST1;IGSF8;SUN2;RELN;ENG;ITGB1;NOG;F2RL1;VRK1;CLDN1;FERMT3;ADAM17;IL1B;TRADD;LAMB1;AMOT;THY1;PLXNB1;TGFBR1;HAS2;SNAI2;TMSB15B;FZD4;CCAR1;CCL7;CDH11;COL1A1;TMSB4X;PRR5L;PLAU;CTSH;F2R;ADAM10;NOTCH1;PDGFRA;AMOTL1;FOXO3;SFRP2;AMOTL2;SINHCAF;EDN1;GLUL;FAM89B;LEF1;MYOC;YTHDF3;FGR;GRB7;CXCL12;PROC;TWIST2;DUSP10;CYRIB;FGF22;FERMT2;PTN;DSG3;PTP4A1;CCL5;IFITM1;SHH;GPNMB;CITED2;CORO1C;KIT;TRIP6;SMOX;FGF20;CASP8;CSF1;SRCIN1;CARMIL2;STK26;MYLK;TCAF2;DACH1;TP53INP1;BEX4;EPHB2;SOCS4;MMRN2;NTF3;SERPINE1;SOD2;WASHC1;PPP3CA;FGF8;SERPINE2;DAB2;PTPRU;SLIT2;THBS1;DPEP1;ACVR1;SFRP1;NKD1;CCL25;SEMA5A;NTNG2;EPHA4;ZNF703;SRGAP2B;BMPER;GLI1;IGF1;MCTP1;CREB3L4;CHGA;SEMA3G;SEMA4G;CD151;CIB1;STK24;FIGNL2;PIK3R3;CCL3;ARID4B;TMSB10;ANXA1;ROBO1;MAGI2;PLXNC1;IGF1R;ADRA2A;FAM110A;PDGFA;NTRK3;NGFR;GPER1;CCL21;RORA;APPL2;SEMA4C;RHOB;MOGAT3;PDPN;SPRY2;SPATA13;ACTG1;KRT16;CCL11;TGFBR3;SRC;RNASE1
Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483),0.0015671028012884155,-0.7476665092250369,-2.2050983845063743,0.0,HLA-E;SEC14L2;ERAP1;B2M;ULBP2;HLA-A;HLA-F;HLA-B;ULBP1;RAET1L;HFE;RAET1G;HLA-G;HLA-C;HLA-DRB1
Cellular Response to Mechanical Stimulus (GO:0071260),0.0022269355597256436,-0.6248302965932896,-2.190810582580992,0.0,IRF1;TNFRSF10B;PTGER4;SLC9A1;KCNK4;MAP3K1;TNFSF14;TNFRSF10A;MYD88;TLR4;SOX9;CD40;NFKB1;IL1B;TMEM150C;PIEZO2;CNN2;CASP2;PDE2A;PIEZO1;MAPK8;MAPK3;CASP8
Negative Regulation of Cell Population Proliferation (GO:0008285),0.0028207850423191483,-0.44733746591102447,-2.178271872326312,0.0,IRF1;PIM2;E2F1;ADGRG1;INCA1;CYP1B1;IGFBP7;B2M;RARG;IL12A;SLC16A2;CYP27B1;DLL1;MYC;BTG3;CDKN2C;SFRP4;CDKN2A;TFAP2A;CLDN19;TBRG1;INSM1;GDF5;CDH13;APP;NKX3-1;MORC3;GATA3;P3H1;PTPRK;TNFAIP3;ZNF503;ETS1;BMP4;FBLN1;WWC2;S100A11;TFAP4;IL6;TP53;NUPR1;CXCL1;PODN;IGFBP5;SMAD3;GSDME;SH2B3;GREM1;PTPN14;ACVRL1;TES;NHERF1;NANOS3;DLL4;PLAAT4;OGN;NUDT6;GATA2;KLF10;ING1;WWC3;PTHLH;SOX9;TP53I11;P3H3;NOG;APOE;CD200;ADGRB1;H2AC6;IL1B;PLXNB1;ADAMTS1;NGF;ING5;VGLL4;RPS6KA2;SFRP5;F2R;RUNX3;KAT2B;CDKN2B;IGFBP3;NOTCH1;CHD6;PARP10;CDK6;CEBPA;PML;KRT4;SFRP2;NODAL;MN1;CDC6;ECRG4;PROC;NIBAN2;CTNNBIP1;DUSP10;E2F3;PRKRA;H2AC4;TBX3;IFITM1;WNT9A;DDAH1;SAV1;CGRRF1;GPNMB;KDM2B;TIAL1;ADAMTS8;IGFBP6;CDKN3;ULK1;RGCC;TP53INP1;COPS8;MMRN2;ALDH1A2;PPARG;SOD2;MEN1;CXCL8;TREM2;TP73;TGFB3;PTPRU;THBS1;VDR;IL1A;APOD;ITGA1;SFRP1;CDKN1B;MSTN;DHRS2;HNF1A;HGS;CCN3;CIB1;SMAD6;EREG;TOB2;NOX4;TNS2;SLC48A1;LYN;WWC1;MAGI2;WNT5A;AVPR2;PPM1D;GPER1;TGFB2;APPL2;PDPN;SOX11;CDKN1C;FABP7;PTPN6
Extracellular Matrix Assembly (GO:0085029),0.0026864619450658552,-0.7680750194130941,-2.1732134148814244,0.0,NTN4;QSOX1;EMILIN1;FBLN5;TNXB;PXDN;LTBP4;HAS2;MFAP4;EFEMP2;HAS3
Regulation of Blood Coagulation (GO:0030193),0.002564350038471953,-0.6863022317862868,-2.1705157355479563,0.0,EMILIN1;CAV1;PLAUR;THBD;APOE;F2RL1;F12;PLAU;F2R;EDN1;FOXA2;PROC;TFPI;GP1BA;EPHB2;VTN;SERPINE1;SERPINE2;HPSE;THBS1;SLC48A1;TTF2
Integrin-Mediated Signaling Pathway (GO:0007229),0.00245285655853839,-0.5587353074562242,-2.165726664214717,0.0,ADAM15;ADAM9;RCC2;ITGB8;ITGB4;MADCAM1;ITGB5;ITGA2;ITGA8;FBLN1;ITGA11;FN1;ITGA3;ITGBL1;COL3A1;DOCK1;ITGB2;ITGB1;FERMT3;THY1;ADAMTS1;NRP1;ADAM10;ITGA2B;ITGAV;FGR;FERMT2;PTN;SPNS1;COL16A1;MYH9;VTN;PPP3CA;DAB2;ITGA1;PLPP3;ADAM11;CD47;ITGAM
Regulation of Epidermal Cell Differentiation (GO:0045604),0.0023506542019326236,-0.720545805786073,-2.15896896187494,0.0,MAFF;DLL1;SFRP4;AQP3;BMP4;KLF7;SGPP1;ERRFI1;ZFP36;MAFG
Cell-Matrix Adhesion (GO:0007160),0.002256628033855319,-0.5079078967558108,-2.1558475269387443,0.0,ADAM15;ADAM9;RCC2;VCL;EMILIN1;ITGB8;MSLN;ITGB4;PTPRK;MADCAM1;ITGB5;ITGA2;FBLN5;ITGA8;CD44;WHAMM;ITGA11;SGCE;L1CAM;THBS3;FN1;ITGA3;CTTN;ITGBL1;COL3A1;ITGB2;ITGB1;FERMT3;THY1;THSD1;CDH11;ADAMTS12;ITGA2B;ITGAV;MKLN1;FERMT2
DNA Replication (GO:0006260),0.002712293309922258,-0.5523308692789586,-2.149309012002189,0.0,CDK2;RECQL;RECQL4;POLE3;POLE;PCLAF;TBRG1;POLG2;MCM7;TREX1;MCM4;MCM8;FEN1;RFC4;CDK2AP1;TWNK;FAM111A;DUT;CDK1;MCM5;ZPR1;TOP1MT;RECQL5;RPA3;RFC3;TICRR
Regulation of Canonical Wnt Signaling Pathway (GO:0060828),0.0026118380021473596,-0.4578946077294779,-2.1484057288380045,0.0,ATP6AP2;DRAXIN;KREMEN1;IGFBP2;TPBG;WNT3A;DKKL1;SFRP4;CAV1;LGR5;LMBR1L;IGFBP4;APP;BMAL1;CYLD;HHEX;EGFR;DAAM2;MDK;RECK;TMEM198;GREM1;FZD6;NHERF1;SOX17;TLE1;CCNYL1;AMER2;CSNK1G1;LATS2;FRAT1;NPHP4;SOX9;PPM1N;NOG;APOE;CCDC88C;NFKB1;PTK7;SNAI2;COL1A1;SFRP5;FZD7;CAPRIN2;STK4;UBR5;SBNO1;WWTR1;GPC3;SFRP2;AXIN2;TMEM9;TMEM170B;SOX2;DKK1;ZEB2;PROC;SOX4;GNAQ;FGFR2;DKK3;NRARP;PRDM15;TMEM64;SMURF2;WLS;IGFBP6;TLE4;TNKS;INVS;PSEN1;RSPO1;DAB2;PTPRU;FRMD8;ZBED3;SOST;SFRP1;NKD1;SEMA5A;TLE3;ZNF703;GPRC5B;TBX18;GLI1
Negative Regulation of Cell Development (GO:0010721),0.0025185580734992394,-0.6868928546170211,-2.143739134614541,0.0,B2M;IL17D;WNT3A;PAX6;RFLNB;IL6;PTHLH;IL1B;NOTCH1
Regulation of Extracellular Matrix Organization (GO:1903053),0.0024317112433785764,-0.6399201913439226,-2.1401328520613343,0.0,RUNX1;NID1;RECK;LAMC1;FGFR4;ANGPTL7;LAMB1;NOTCH1;AXIN2;LAMA2;EFEMP2;PRDM5;RIC1;SLC2A10;RB1;LMNB2;DDR2
Wnt Signaling Pathway (GO:0016055),0.0028207850423191488,-0.5221702834332524,-2.138042776626731,0.0,WNT3;RARG;WNT3A;SFRP4;CAV1;WNT2B;GATA3;FZD5;SNAI1;FZD10;FZD6;FRAT1;CPE;NR4A2;CCDC88C;FZD4;FRAT2;SFRP5;FZD7;SFRP2;AXIN2;TCF7L1;LEF1;MYOC;GPC4;FERMT2;WNT10B;WNT9A;FZD1;WNT10A;WNT4;TCF7;WNT1;CELSR2
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090),0.0027297919764378855,-0.4975715283017516,-2.1347925435936457,0.0,DRAXIN;KREMEN1;IGFBP2;TPBG;DKKL1;SFRP4;CAV1;LMBR1L;IGFBP4;APP;CYLD;MDK;GREM1;FZD6;NHERF1;SOX17;TLE1;AMER2;LATS2;NPHP4;SOX9;NOG;APOE;CCDC88C;SNAI2;SFRP5;STK4;WWTR1;SFRP2;AXIN2;TMEM170B;SOX2;DKK1;PROC;DKK3;TMEM64;IGFBP6;TLE4;INVS;DAB2;PTPRU;FRMD8;SOST;SFRP1;NKD1;TLE3;TBX18;GLI1;STK24;NOTUM
Positive Regulation of Cell Migration (GO:0030335),0.002644485977174202,-0.44164731294560117,-2.131365560875821,0.0,GRN;SEMA3F;ZC3H12A;F3;CCL2;CXCL16;SDCBP;ADAM9;CXCR4;CEP43;MMP14;CAV1;SEMA3B;PDGFRB;NRP2;CDH13;GATA3;PDGFC;FOXC2;MADCAM1;EGFR;DAAM2;ETS1;MDK;SEMA4A;FAM107A;SNAI1;SPHK1;FBLN1;ATOH8;S100A11;RET;CEMIP;PDGFB;EZH2;SEMA3C;PODXL;FAM110C;BSG;FN1;ACTN4;SOX9;ENPP2;TWIST1;DOCK1;SCARB1;IGSF8;FBXO5;SUN2;NSMF;ITGB1;F2RL1;CLDN1;FERMT3;ADAM17;IL1B;TRADD;DOCK5;LAMB1;INSL3;TGFBR1;HAS2;SNAI2;TNFRSF18;FZD4;CCAR1;CCL7;COL1A1;PLAU;NRP1;CTSH;F2R;ADAM10;NOTCH1;PDGFRA;SPARC;EDN1;FAM89B;LEF1;MYOC;SMOC2;FGR;GRB7;CXCL12;PROC;HIF1A;TWIST2;FERMT2;HDAC6;PTP4A1;CCL5;GPNMB;SMURF2;KIT;TRIP6;RIN2;SMOX;CASP8;CSF1;CARMIL2;MYLK;TCAF2;EPHB2;NTF3;VTN;SOD2;WASHC1;PPP3CA;DAB2;THBS1;ANGPT1;PLPP3;ACVR1;CCN4;CCL25;SEMA5A;GLIPR2;EPHA4;ZNF703;GLI1;IGF1;TNFSF18;CREB3L4;CHGA;SEMA3G;SEMA4G;CD151;CIB1;SHTN1;PIK3R3;ZNF580;CCL3;PDCD6;WNT5A;DDR2;IGF1R;ADRA2A;FAM110A;PDGFA;NTRK3;GPER1;CCL21;RORA;ITGB3;GFUS;TGFB2;SEMA4C;RHOB;PDPN;SPRY2;ACTG1;CCL11;SRC;RNASE1;FUT1;BMP2
Regulation of Smooth Muscle Cell Migration (GO:0014910),0.0029917417115506114,-0.7044437373760948,-2.124767275538753,0.0,PDGFRB;S100A11;PDGFB;IGFBP5;PLAU;NRP1;IGFBP3;CCL5;VTN;SERPINE1;SLIT2;CCN4;IGF1;PDGFA
Neuron Differentiation (GO:0030182),0.002903749308269711,-0.4707813024676358,-2.119936463636956,0.0,NOTO;WNT3;POU3F2;WNT3A;EMX1;MTPN;PAX6;LHX2;INSM1;WNT2B;RUNX1;ID2;FZD5;INSM2;EGFR;EN2;EPOP;FZD10;PPT1;ID1;ANOS1;PCSK9;NTRK2;OTX2;OTP;CDNF;RUNX2;IER2;NR4A2;PITX3;MYO7A;ITM2C;TGFBR1;FZD4;CDK5R1;RUNX3;FZD7;LHX3;FOXA2;SOX2;IRX5;SOX4;HS6ST1;ID4;WNT10B;ISL2;WNT9A;SOX21;DDIT4;SHH;FZD1;NRBP2;CASP3;ATOH7;WNT10A;LHX9;WNT4;WNT1;ID3;LHX5;LHX4;FGF8;EMX2;UGDH;SOX15;EN1;BCCIP;BRINP2;PBX4;VAX2;SOX3;FOXA1;ATOH1
Positive Regulation of Inflammatory Response (GO:0050729),0.0036267236258389055,-0.5252507331741203,-2.1048843726979154,0.0,GRN;IL33;ZDHHC9;PTGER4;C2CD4A;APP;GBP1;ETS1;MDK;IL17RA;MAP3K8;IL6;NUPR1;TLR2;NLRP10;IL23A;IL18;NKG7;TLR4;OSMR;MAPK13;IL1B;TRADD;GSDMD;NLRP1;LPL;CEBPA;MEFV;ADAM8;TSLP;GPSM3;NFKBIZ;PDE2A;IL15;C2CD4B;LGALS1;CASP3;NLRP12;PYCARD;LGALS3;SERPINE1;FEM1C;TLR9;CAMK2N1;CASP4;CCN4;VAMP8;GPRC5B;NLRP3;CD47
Protein Processing (GO:0016485),0.003525981302898935,-0.5046625491921768,-2.103213214428047,0.0,F3;CTSL;ADAM9;LGMN;MMP14;FURIN;HTRA2;SRGN;APH1A;C1RL;ADAMTS3;EEF1AKMT4-ECE2;PCSK6;THBD;PCSK9;BMP1;ECE1;OGT;AEBP1;CPE;FAM111A;C1R;ADAM17;F12;PCSK4;SDE2;PIDD1;CTSH;ADAM10;CLN5;PITRM1;CASP2;TLL2;NCSTN;MYRF;PCSK5;BACE1;CASP3;TMPRSS2;YME1L1;BACE2;HOMER2;PTCH1;SEC11A;PSEN1;CASP4;PCSK7;MMP16;HPR;IMMP2L;ASPRV1;CPZ
Positive Regulation of Cell Adhesion (GO:0045785),0.003430684510928694,-0.5014432539549257,-2.1000372557369156,0.0,ADGRG1;IL12A;ADAM9;CHRD;LIF;DUSP28;FOXC2;NID1;MDK;NRG1;SAA2;RET;FBLN2;EPB41L4B;PDGFB;RELL2;FUT3;LAMC1;DSG2;LAMB1;TNFRSF18;SFRP2;NODAL;P4HB;ADAM8;ITGAV;LAMA2;CXCL12;FSTL3;CCL5;CITED2;RSU1;AZU1;PPP3CA;EPHA4;CCDC80;TNFSF18;CD47;CIB1;LMNB2
Positive Regulation of Fibroblast Proliferation (GO:0048146),0.004082715192830347,-0.6694769338896425,-2.0938608850910256,0.0,E2F1;MYC;PDGFC;SPHK1;FBLN1;PDGFB;COMMD3-BMI1;FN1;PDGFRA;CDK6;S100A6;CDK4;WNT1;IGF1;EREG;WNT5A;DDR2;PDGFA
Nucleosome Assembly (GO:0006334),0.003978030187885978,-0.5772991477013362,-2.091538953540088,0.0,POLE3;BAZ1A;H3-3B;H4C15;H3C13;SUPT16H;H2BC14;H2BC13;H2BC17;ASF1B;HMGB2;H2BC9;SOX9;H2BC21;H3C7;SPTY2D1;CHAF1B;CHAF1A;HAT1;H2BC11;H2BC3
Positive Regulation of Cell Differentiation (GO:0045597),0.003878579433188829,-0.4415884828009653,-2.085674752953892,0.0,ZC3H12A;WNT3;SDCBP;FOXC1;MMD;RARRES2;ACTL6A;INSM1;GDF5;GDNF;APP;ID2;BMAL1;FBN2;NID1;PRMT3;MDK;TMEM100;SNAI1;GJA1;BMP4;SMARCD2;IL6;YAP1;SULT1E1;SMAD3;PCP4;TNXB;EZH2;ACVRL1;MICOS10-NBL1;IL18;CEBPB;LAMC1;BMP6;LOXL2;RUNX2;SOX9;DLX2;TWIST1;BOC;FBXO5;FES;MEDAG;NFKB1;PPP1R13L;CCN5;ACVR2A;IL1B;LAMB1;TGFBR1;ADRA2C;NGF;COL1A1;CRB2;TGFBR2;IGFBP3;LPL;WWTR1;BEND6;SFRP2;AXIN2;SP7;ZFP36;DLX1;TCF7L1;ADAM8;NEUROD2;LEF1;LAMA2;GDF6;NOCT;SOX4;CCN2;CTNNBIP1;GDF10;SERPINF2;FERMT2;PTN;RPS6KA3;IFITM1;TMEM64;ADIRF;FZD1;MMD2;TACSTD2;HOXA11;GPC1;RIN2;TMEM119;CREBL2;LRG1;CSF1;RGCC;WNT4;PLA2G10;PPARG;ADRA2B;PPP3CA;FGF8;CSF3;TGFB3;DAB2;PHF10;ACVR1;CCN4;SFRP1;KCTD11;GLIPR2;SMAD5;ZBTB16;GDPD5;ZNF703;LRP3;ASXL2;GPRC5B;ACTL6B;TENT5A;IGF1;ECT2;CCN3
Regulation of Cell Adhesion (GO:0030155),0.00378397993481837,-0.4707972359312603,-2.084699045591067,0.0,ADGRG1;IL12A;DLL1;CHRD;CXCR4;C2CD4A;DUSP28;CDH13;NID1;MDK;NRG1;FBLN1;SAA2;PLAUR;RET;EPB41L4B;TGFBI;TNXB;PLXND1;PKP4;ACVRL1;PODXL;IL18;LAMC1;DSG2;CD164;ENG;FES;LPXN;LAMB1;PLXNB1;TNFRSF18;PLAU;ADAM10;EFNA5;RAC2;P4HB;ADAM8;ITGAV;LAMA2;RND1;CXCL12;CCL5;DACT2;C2CD4B;SIPA1;RSU1;AZU1;CELSR2;EPHB2;VTN;CXCL8;PPP3CA;ANGPT1;SEMA5A;CYTH1;EPHA4
Positive Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090050),0.004701308403865246,-0.6761633901728326,-2.070766836604635,0.0,FOXC2;PIK3C2A;GATA2;RHOJ;PTGS2;JCAD;SRPX2;CIB1;ANXA1;TGFBR3;HDAC7;KDR;VEGFA;FGF13
