Term,fdr,es,nes,pval,lead_genes
Interstrand Cross-Link Repair (GO:0036297),0.0025538320685951727,-0.5241156769511606,-2.039363710651362,0.0,FANCE;ERCC6L2;NEIL3;ERCC4;FANCL;RAD51;MCM9;FANCM;FANCF;XPA;FANCC;SPRTN;RNF8;FAN1;DCLRE1A;FANCG
Protein Autoubiquitination (GO:0051865),0.0033078205840851756,-0.4704584480156653,-2.0349430124233807,0.0,RNF41;RNF146;KLHL24;RNFT1;CNOT4;CUL3;OBI1;MARCHF7;TRIM13;WWP2;NFX1;UBE2T;RNF10;UBE2D3;UBE3A;UBE2D2;RNF220;RNF187;RNF8;UBE3D;RNF115;TRIM68;TRIM52;RNF185;BRCA1;SH3RF2;BFAR;TRAF6;RNF19B;MDM2;SH3RF3;PRKN
Negative Regulation of TORC1 Signaling (GO:1904262),0.005627889188200471,-0.4434896503508075,-2.025211593390005,0.0,USP7;PRKACB;CASTOR2;SESN3;TSC1;WDR24;MIOS;SAMTOR;PRKAA2;ATM;UBE3A;NPRL3;RNF152;TBK1;TBC1D7;NLK;ITFG2;DEPDC5;ATXN3;PRKAA1;SESN1;WDR59;UBE2W;NPRL2;UBE2D1
Nuclear Transport (GO:0051169),0.005475784075005864,-0.5470503730917333,-2.024937455327697,0.0,NUP42;NUP214;RBM15B;NUP62;RSRC1;NUP210;NUP35;NUP98;TPR;ANP32A;RANBP2;NUP155;NUP93;NUP37;NUP88;NUP160;AHCTF1;NUP133;SEH1L;POM121;SEC13;NUP58;NUP188
Regulation of Myoblast Differentiation (GO:0045661),0.005331684494084658,-0.4256918685458405,-2.0195902313154237,0.0,DPF3;ARID2;ARID1A;ZFHX3;ARID1B;SMARCC2;SMARCE1;PBRM1;HIF1AN;SMARCD1;RIPOR2;SMARCA4;SCAF1;AKIRIN1;BTG1;MAPK14;SMARCC1;TBX3;PLCB1;KAT5;SOSTDC1;SMARCB1;SOX8;SMARCA2;MYOG;BRD7;ZFP36L1;SMYD1;RANBP3L
Protein Monoubiquitination (GO:0006513),0.005194974635261974,-0.5504156693791863,-2.017704470841602,0.0,HUWE1;UBE2O;KLHL22;OBI1;FANCL;MARCHF7;DTL;MGRN1;UBE2T;RNF10;UBE2R2;UBE2D3;RNF152;PEX12;RNF220;UBE3D;MSL2;UBE2E2
Protein Localization to Microtubule Organizing Center (GO:1905508),0.005788686022149057,-0.6209581994140047,-2.0146229702372245,0.0,CEP350;HOOK3;PCM1;CEP192;STK24;STIL;C2CD3;CEP78;SPAG5;PIBF1
Regulation of Clathrin-Dependent Endocytosis (GO:2000369),0.005647498558194202,-0.6869455184813914,-2.0138134759745903,0.05,UBQLN2;SMAP1;WASL;PIK3CB;USH1G;BMP2K;SNAP91;NEU3;PROM2
Mismatch Repair (GO:0006298),0.0075804221718618605,-0.5872888276306937,-1.9971234203593051,0.0,LRIG1;SETD2;MSH3;POLD3;POLR1A;POLR1B;MCM9;PMS1;MSH2;EXO1;MLH3;RNASEH2B
Microtubule Nucleation (GO:0007020),0.008750339335806715,-0.615023303200162,-1.9877415548978272,0.0,CLASP1;RANBP9;CLASP2;TPX2;SLAIN2;SSNA1;TUBGCP3;TUBGCP2;NDE1;TPPP;TUBGCP5;CCDC57;PCNT;SLAIN1;TUBGCP4;GOLGA2;NEDD1
Cytosolic Transport (GO:0016482),0.009867078446844984,-0.43331937799742776,-1.9765102398946706,0.0,ERC1;HEATR5B;UBE2O;RBSN;HEATR5A;PIKFYVE;TBC1D23;RCSD1;AP1G1;VPS26B;VPS13A;KIF16B;VPS13C;RAB14;TBC1D10B;MON2;WIPF3;DENND5A;TBC1D17;EPS15;VPS52;EVI5;CLTC;SNX2;ANKFY1;VTI1A;EHD3;AP2A1;DOP1B;CLTCL1;DCTN1;BET1L;PTGES2;VPS53;RAB6B;TBC1D10C;YKT6;TBC1D5;VPS54;VPS50;RAB9A;WASHC1
Positive Regulation of Stem Cell Population Maintenance (GO:1902459),0.009647810036915096,-0.5257682306877803,-1.9764205405686055,0.0,BICRAL;SAP30L;ARID1A;SMARCE1;REST;NCOA3;SAP130;SMARCD1;DPF2;SUDS3;SMARCA4;SMARCC1;BRD9;SMARCB1;ARID4A;TET1;BCL7B;SMARCA2;RBBP4;BICRA;BCL7A;SS18;SAP30
Regulation of Dendritic Spine Morphogenesis (GO:0061001),0.010067280038520098,-0.5123736292268698,-1.9742626681738806,0.0,SIPA1L1;DHX36;NLGN1;TANC2;RELN;KIF1A;CAPRIN1;ARHGAP44;CUX2;CAMK2B;DBN1;IL1RAPL1;PTPRD;EFNA1;SRCIN1;LZTS3;ARMCX5-GPRASP2;VPS72
Regulation of Cardiac Muscle Cell Contraction (GO:0086004),0.01601125921019952,-0.5813013753115337,-1.9540886780306919,0.0,SCN5A;HCN4;PKP2;DLG1;PDE4D;CACNA1C;RYR2;FGF13;PLN;GJA5
Ventricular Septum Development (GO:0003281),0.015677691309987033,-0.519211809539407,-1.9521169510542522,0.0,PROX1;GATA4;BMPR1A;SMAD4;DAND5;TBX5;ZFPM2;NKX2-5;APLNR;HECTD1;ROBO1;GJA5;HEY2;BMPR2;CITED2;ROBO2;ZFPM1;TGFB2;MDM4
Positive Regulation of Dendrite Morphogenesis (GO:0050775),0.017129785167583945,-0.6312241451800155,-1.9333153993264227,0.05263157894736842,DHX36;RELN;CAPRIN1;CUX2;CUL7;CAMK2B;DBN1;IL1RAPL1;PTPRD
Positive Regulation of Myoblast Differentiation (GO:0045663),0.01910266387309189,-0.5008257627312561,-1.9294862281698395,0.0,DPF3;ARID2;ARID1A;ZFHX3;ARID1B;SMARCC2;SMARCE1;PBRM1;HIF1AN;SMARCD1;RIPOR2;SMARCA4;AKIRIN1;BTG1;MAPK14;SMARCC1;PLCB1;KAT5;SMARCB1;SMARCA2;MYOG;BRD7;SMYD1;RANBP3L
Microtubule Polymerization (GO:0046785),0.019863138311295783,-0.517280670155094,-1.926956446512333,0.0,CKAP5;CLASP1;PDZD2;RANBP9;MAP7D3;CLASP2;FGF13;TPX2;ZNF207;SLAIN2;SSNA1;TUBGCP3;TUBGCP2;NDE1;TPPP;TUBGCP5;CCDC57;PCNT;SLAIN1
Ventricular Septum Morphogenesis (GO:0060412),0.020037759307439045,-0.5759343540335903,-1.9248937244980655,0.0,PROX1;BMPR1A;SMAD4;ZFPM2;NKX2-5;APLNR;ROBO1;HEY2;BMPR2;CITED2;ROBO2;ZFPM1;TGFB2;TGFBR3;HEYL;TGFBR1;TGFBR2;SLIT2;SOX4
Positive Regulation of Cell Cycle Process (GO:0090068),0.019659688377110008,-0.39754467839250957,-1.923453049441215,0.0,PHIP;ATRX;SPAST;INSR;MAP10;NUMA1;RHNO1;RACGAP1;USP19;NUP62;GEN1;TAS2R13;CDC14C;CUL3;KNL1;KIF23;KIF14;DYNC1H1;DYNC1LI1;RAD21;PKN2;SASS6;NCAPD2;ZNF16;TPR;SMC4;KIF20B;SIRT2;AURKB;SMC6;CD28;CEP295;E2F8;PRKCE;INCENP;ECT2;CDC7;STIL;AURKA;CDC6;NCAPG;CDCA8;INO80;CXCR5
Membrane Depolarization During Action Potential (GO:0086010),0.01929562007383019,-0.6541962804791778,-1.9152022978970775,0.0,SCN5A;HCN4;SLC8A1;CACNA1D;CACNA1C;KCNJ2;YWHAH;KCNH2
Regulation of DNA Metabolic Process (GO:0051052),0.019997278985605837,-0.411493904256828,-1.9092331409399201,0.0,TRRAP;KAT7;USP22;ACTR8;YLPM1;NFRKB;CHRAC1;BARD1;SMARCA5;TADA2B;TAF2;MCRS1;SF3B3;GMNN;SMARCAD1;OBI1;SMC3;SUPT20H;MEAF6;ANKRD17;TADA1;JADE1;SLF2;SMG1;UIMC1;SLF1;ZBTB38;KPNA2;SMC6;TAF4;PHF13;ATXN7;SMG5;ORC5;ING4;BRCC3;UPF1;XRCC5;INO80;ORC3;KPNA1;BRCA1;TERF2;CCNA2;SUPT7L;USP37;UBE2V1;PARG;TAF5L
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945),0.01964018471800573,-0.6542715267120054,-1.9091387564662061,0.0,SMARCA5;ERCC6;MTOR;BAZ1B;RPTOR;CHD8;ICE2
G2/M Transition of Mitotic Cell Cycle (GO:0000086),0.021326737976338633,-0.49339112919274264,-1.901945789646256,0.0,KHDRBS1;USP22;CDK14;FBXL7;TAF2;CCNB1;CDC25C;LATS1;LCMT1;PLCB1;AURKA;MELK;CCNA2;CCDC57;PLK1;CDC25A
Import Into Nucleus (GO:0051170),0.021458060254518057,-0.4201243434380522,-1.9011195872483542,0.0,PRICKLE1;NUP214;NPAP1;IPO11;NUP62;KPNA6;IPO8;RANBP17;KPNB1;CSE1L;APPL1;NUP98;TPR;STK24;KPNA3;KPNA2;CDPF1;IPO13;NUP155;EIF4ENIF1;KPNA5;APPL2;BACH2;STAT3;FAM53B;SYK;KPNA1;NUP93;TNPO3;PPP1R10;MAP4K5;NUP88;IPO9;KPNA4;RPAIN;IPO7;POM121C;SNUPN;HIKESHI;AKIRIN2;NUP133;POM121;SEC13;CDAN1;NUP188
Peptidyl-Serine Phosphorylation (GO:0018105),0.022075497542093862,-0.42996996711643914,-1.8984734396364769,0.0,PIKFYVE;TAF1;LMTK2;GSK3B;MAPK1;MARK3;MARK2;SRPK2;RPS6KB1;TTBK2;SMG1;MAPK14;ATM;HIPK3;MAPK8;MAPKAPK2;PRKCE;CRIPTO3;ROCK1;PRKDC;CLSPN;TBK1;DYRK1A;AURKA;PRKX;TNKS;PRKD1;PDK3;HIPK2;TLK2;PLK1;TGFBR1;MKNK1
Protein Localization to Cell Junction (GO:1902414),0.022672353586750474,-0.5119084004684943,-1.8938670463030969,0.0,TJP1;NECTIN1;STAU1;NRXN1;NLGN1;RELN;DLG1;TJP2;PKN2;PCLO;CGNL1
Regulation of Metaphase/Anaphase Transition of Cell Cycle (GO:1902099),0.02277515811993072,-0.5723667319325116,-1.8922636103865855,0.0,DPF3;ARID2;HECW2;ARID1A;ARID1B;SMARCC2;SMARCE1;PBRM1;CENPE;SMARCD1;DPF2;CDC23;SMARCA4;SMARCC1;SMARCB1;CDC6;BCL7B;SMARCA2;BRD7;PLK1
Positive Regulation of Chromosome Segregation (GO:0051984),0.025208793967423312,-0.6235567644197817,-1.8840906282623926,0.0,NUMA1;CCNB1;NCAPD2;SMC4;SIRT2;SMC6;KAT5;CDC6;NCAPG;NCAPG2
DNA Recombination (GO:0006310),0.025268073906206202,-0.5259201345234548,-1.8823735429391493,0.0,MSH3;BARD1;RHNO1;GEN1;POLR1A;RAD51;RAD21;RAD51D;THAP9;TOPBP1;MSH2;RAD50;EXO1;RAD54B;RMI2;XRCC5;XRCC2;BRCA1;ZGRF1;HMGB3;BRIP1;RAD52;SUPV3L1
Regulation of Dendrite Morphogenesis (GO:0048814),0.02487326025142173,-0.5266001595191661,-1.8815752934537047,0.0,HECW2;CHRNA3;GSK3B;CAPRIN1;TNIK;CUX2;NEDD4;CUL7;YWHAH;NEDD4L;RAP2A;RAPGEF2;DPYSL5
DNA Replication Checkpoint Signaling (GO:0000076),0.024490594709092164,-0.6096516867604862,-1.8814983962021932,0.0,DNA2;TICRR;TOPBP1;CLSPN;HUS1;CDC6;NAE1;SLC25A15;CDT1;DONSON;CDC45;HUS1B;TIMELESS;RAD17
Regulation of Telomere Maintenance (GO:0032204),0.02411952509228774,-0.42820760897320037,-1.8775678534644036,0.0,USP7;YLPM1;ATRX;DHX36;ERCC4;MAPK1;MAPKAPK5;SLX4;SLF2;SMG1;SLF1;AURKB;SMC6;SMG5;PRKCQ;RAD50;NEK2;MAP2K7;UPF1;XRCC5;TERF2;PPP1R10
Outflow Tract Septum Morphogenesis (GO:0003148),0.024623515168843008,-0.565896125449077,-1.869988338604351,0.0,BMPR1A;SMAD4;TBX20;ZFPM2;NKX2-5;GATA6;SMAD6;ROBO1;BMPR2;ROBO2;NRP1;TGFB2
Cardiac Muscle Cell Development (GO:0055013),0.024261404651654137,-0.5773737351390327,-1.86978612616098,0.0,SLC8A1;SORBS2;ALPK3;LRRC10;NKX2-5;BMP10;ALPK2;MYLK3;HEY2;MYH11;ASB2;MYH6;ADPRHL1;PDGFRA
Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968),0.025168200096300247,-0.4911946937646423,-1.8611465107475818,0.0,CCNT2;CDC73;MED7;NCBP1;MED14;ZMYND8;MED16;MED20;MED6;MED25;MED28;MED4;MED21;SUPT6H;MED9;MED11;CDK12;MED23
Cytoskeleton-Dependent Cytokinesis (GO:0061640),0.024808654380638815,-0.4027274071383486,-1.8600027014107963,0.0,EXOC6;SPAST;SPIRE1;CKAP2;RACGAP1;ANK3;VPS4A;EXOC2;KIF23;SNX18;KIF4A;EXOC8;ROCK2;CUL7;EXOC6B;AURKB;INCENP;ECT2;ROCK1;EXOC4;SPTBN1;ANLN;SEPTIN14;CEP55;KIF20A;CDCA8;EXOC5;SON;IST1;SEPTIN9;BBS4;EXOC1;SNX33;SNX9;PLK1;VPS72;RAB35;RTKN
Positive Regulation of DNA-templated Transcription Initiation (GO:2000144),0.025274544603749404,-0.43959380175432405,-1.8577852156321524,0.0,MED12;DHX36;TAF1;TAF2;MED7;MED14;TBP;NKX2-5;MITF;MED16;MED20;MED6;MED25;MED28;MED4;SETX;GTF2A1;MED21;KAT8;TAF4;TAF8;MED9;MED11;SRF;MED23
DNA Damage Checkpoint Signaling (GO:0000077),0.02492350926203066,-0.44959547856581217,-1.8528469754816814,0.0,TP53BP1;CDC5L;RHNO1;USP28;ERCC6;INTS7;RRAD;ATM;TOPBP1;CLSPN;CHEK1;HUS1;UFL1;H2AX;RPA4;BRIP1;DOT1L;PRPF19
